Checked,helix,beta,c,unkown,error,Protein FDR Confidence,Master,Accession,Description,Exp. q-value,Sum PEP Score,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,Modifications,Entrez Gene ID,Ensembl Gene ID,Gene ID,Chromosome,Biological Process,Cellular Component,Molecular Function,Pfam IDs,emPAI,Score Sequest HT,# Peptides Sequest HT
False,,,,,,High,Master Protein,P07711,Cathepsin L1 OS=Homo sapiens GN=CTSL PE=1 SV=2,0.000759301442672741,2.52929557027721,6.90690690690691,1,1,1,1,333,37.54,5.45,,1514,ENSG00000135047.14,CTSL; CTSL1,9,cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,extracellular;nucleus;organelle lumen;vacuole,catalytic activity;protein binding,"Pf00112, Pf08246",0.194,3.9326593875885,1
False,,,,,,High,Master Protein,P23219,Prostaglandin G/H synthase 1 OS=Homo sapiens GN=PTGS1 PE=1 SV=2,0.000759301442672741,2.51812758968934,3.00500834724541,1,1,1,1,599,68.642,7.23,,5742,ENSG00000095303.14,PTGS1,9,defense response;metabolic process;regulation of biological process;response to stimulus,cytoplasm;endoplasmic reticulum;Golgi;membrane;nucleus,antioxidant activity;catalytic activity;metal ion binding;protein binding,"Pf00008, Pf03098, Pf07974",0.08,0.0,1
False,,,,,,High,Master Protein,P55735,Protein SEC13 homolog OS=Homo sapiens GN=SEC13 PE=1 SV=3,0.000759301442672741,2.51187250375254,4.34782608695652,1,1,1,1,322,35.518,5.48,,6396,ENSG00000157020.17,SEC13,3,cell organization and biogenesis;regulation of biological process;transport,chromosome;cytosol;endoplasmic reticulum;membrane;nucleus;vacuole,protein binding,Pf00400,0.179,0.0,1
False,,,,,,High,Master Protein,O75934,Pre-mRNA-splicing factor SPF27 OS=Homo sapiens GN=BCAS2 PE=1 SV=1,0.000759301442672741,2.5029320636015,10.2222222222222,1,1,1,1,225,26.115,5.66,,10286,ENSG00000116752.5,BCAS2,1,cell organization and biogenesis;metabolic process,nucleus;spliceosomal complex,protein binding,Pf05700,0.179,3.54208374023438,1
False,,,,,,High,Master Protein,Q9NVP1,ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2,0.000759301442672741,2.50190126812045,3.13432835820895,2,2,2,1,670,75.359,9.5,,8886,ENSG00000088205.12,DDX18,2,metabolic process;response to stimulus,chromosome;cytoplasm;membrane;nucleus,catalytic activity;DNA binding;nucleotide binding;protein binding;RNA binding,"Pf00270, Pf00271, Pf04851, Pf13959",0.136,0.0,2
False,,,,,,High,Master Protein,Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Homo sapiens GN=GFPT1 PE=1 SV=3,0.000759301442672741,2.48771593671815,2.86123032904149,1,1,1,1,699,78.756,7.11,,2673,ENSG00000198380.12,GFPT1,2,metabolic process;regulation of biological process,cytosol,catalytic activity,"Pf00310, Pf01380, Pf13230, Pf13522, Pf13537, Pf13580",0.048,2.03961586952209,1
False,,,,,,High,Master Protein,Q14258,E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens GN=TRIM25 PE=1 SV=2,0.000759301442672741,2.46306297729533,2.22222222222222,1,1,1,1,630,70.928,8.09,,7706,ENSG00000121060.16,TRIM25,17,defense response;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol,catalytic activity;metal ion binding;motor activity;protein binding;RNA binding,"Pf00097, Pf00622, Pf01576, Pf13445, Pf13639, Pf13765, Pf13920, Pf13923, Pf14634, Pf15227",0.059,2.65674638748169,1
False,,,,,,High,Master Protein,Q9Y5M8,Signal recognition particle receptor subunit beta OS=Homo sapiens GN=SRPRB PE=1 SV=3,0.000759301442672741,2.45792185366437,7.74907749077491,1,1,1,1,271,29.684,9.04,,58477,ENSG00000144867.11,SRPRB,3,regulation of biological process;response to stimulus,cytoplasm;endoplasmic reticulum;membrane,nucleotide binding,"Pf00009, Pf00025, Pf01926, Pf02421, Pf09439",0.129,3.76342678070068,1
False,,,,,,High,Master Protein,P31942,Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2,0.00149253731343284,2.43879207216786,4.6242774566474,2,2,1,1,346,36.903,6.87,,3189,ENSG00000096746.17,HNRNPH3,10,cell differentiation;metabolic process,nucleus;spliceosomal complex,protein binding;RNA binding,"Pf00076, Pf14259",0.245,0.0,2
False,,,,,,High,Master Protein,Q01130,Serine/arginine-rich splicing factor 2 OS=Homo sapiens GN=SRSF2 PE=1 SV=4,0.00149253731343284,2.43557067300202,7.69230769230769,1,1,1,1,221,25.461,11.85,,6427,ENSG00000161547.16,SRSF2,17,metabolic process;regulation of biological process;response to stimulus;transport,cytosol;nucleus;spliceosomal complex,protein binding;RNA binding,"Pf00076, Pf13893, Pf14259",0.233,3.38278269767761,1
False,,,,,,High,Master Protein,Q96HY6,DDRGK domain-containing protein 1 OS=Homo sapiens GN=DDRGK1 PE=1 SV=2,0.00149253731343284,2.42782568638694,10.828025477707,1,1,1,1,314,35.589,5.12,,65992,ENSG00000198171.12,DDRGK1,20,regulation of biological process;response to stimulus,cytoplasm;endoplasmic reticulum;membrane,protein binding,Pf09756,0.155,2.92780017852783,1
False,,,,,,High,Master Protein,P49821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens GN=NDUFV1 PE=1 SV=4",0.00149253731343284,2.42747690215036,6.89655172413793,1,1,1,1,464,50.785,8.21,,4723,ENSG00000167792.11,NDUFV1,11,cell organization and biogenesis;metabolic process;transport,cytosol;membrane;mitochondrion,catalytic activity;metal ion binding;nucleotide binding,"Pf01512, Pf10531, Pf10589",0.089,3.29620766639709,1
False,,,,,,High,Master Protein,O14773,Tripeptidyl-peptidase 1 OS=Homo sapiens GN=TPP1 PE=1 SV=2,0.00149253731343284,2.41698705991228,9.23623445825933,2,2,2,1,563,61.21,6.48,,1200,ENSG00000166340.15,TPP1,11,cell differentiation;cell organization and biogenesis;metabolic process,mitochondrion;organelle lumen;vacuole,catalytic activity;metal ion binding;protein binding,Pf09286,0.194,4.49472737312317,2
False,,,,,,High,Master Protein,P09110,"3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens GN=ACAA1 PE=1 SV=2",0.00149253731343284,2.40164729013072,3.5377358490566,1,1,1,1,424,44.264,8.44,,30,ENSG00000060971.17,ACAA1,3,metabolic process;transport,extracellular;membrane;organelle lumen,catalytic activity;protein binding,"Pf00108, Pf02803, Pf08541",0.122,2.85218548774719,1
False,,,,,,High,Master Protein,Q9H832,Ubiquitin-conjugating enzyme E2 Z OS=Homo sapiens GN=UBE2Z PE=1 SV=2,0.00149253731343284,2.39061905574929,7.6271186440678,1,1,1,1,354,38.186,5.62,,65264,ENSG00000159202.17,UBE2Z,17,cell death;metabolic process;regulation of biological process;transport,cytoplasm;cytosol;nucleus,catalytic activity;nucleotide binding;protein binding,"Pf00179, Pf05743",0.0,2.41383528709412,1
False,,,,,,High,Master Protein,O95816,BAG family molecular chaperone regulator 2 OS=Homo sapiens GN=BAG2 PE=1 SV=1,0.00149253731343284,2.38764005203223,8.05687203791469,1,1,1,1,211,23.757,6.7,,9532,ENSG00000112208.11,BAG2,6,metabolic process;regulation of biological process,cytosol,enzyme regulator activity;nucleotide binding;protein binding,Pf02179,0.155,2.33059024810791,1
False,,,,,,High,Master Protein,O75915,PRA1 family protein 3 OS=Homo sapiens GN=ARL6IP5 PE=1 SV=1,0.00149253731343284,2.37695756575362,10.1063829787234,1,1,1,1,188,21.6,9.77,,10550,ENSG00000144746.6,ARL6IP5,3,regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;endoplasmic reticulum;membrane,protein binding,"Pf02990, Pf03208",0.468,3.50935244560242,1
False,,,,,,High,Master Protein,Q14980,Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2,0.00149253731343284,2.365506517153,2.4113475177305,2,2,2,1,2115,238.115,5.78,,4926,ENSG00000137497.17,NUMA1,11,cell differentiation;cell division;cell organization and biogenesis;metabolic process;regulation of biological process,chromosome;cytoplasm;cytoskeleton;cytosol;membrane;nucleus,protein binding;structural molecule activity,"Pf04111, Pf07888, Pf12128",0.032,0.0,2
False,,,,,,High,Master Protein,Q9HDC9,Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2,0.00149253731343284,2.35457773065091,6.49038461538462,1,1,1,1,416,46.451,6.16,,57136,ENSG00000101474.11,APMAP,20,metabolic process,cell surface;endoplasmic reticulum;membrane,catalytic activity,"Pf03088, Pf08450",0.101,3.82833981513977,1
False,,,,,,High,Master Protein,Q9H223,EH domain-containing protein 4 OS=Homo sapiens GN=EHD4 PE=1 SV=1,0.00149253731343284,2.35134730486878,3.3271719038817,1,1,1,1,541,61.137,6.76,,30844,ENSG00000103966.10,EHD4,15,cell organization and biogenesis;regulation of biological process;response to stimulus;transport,endoplasmic reticulum;endosome;membrane;nucleus,metal ion binding;nucleotide binding;protein binding,"Pf00350, Pf01926, Pf12763",0.07,3.62420225143433,1
False,,,,,,High,Master Protein,Q9BR76,Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1,0.00149253731343284,2.34698054890039,5.93047034764826,1,1,1,1,489,54.2,5.88,,57175,ENSG00000172725.13,CORO1B,11,cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus,cytoplasm;cytoskeleton;cytosol;membrane,protein binding,"Pf00400, Pf08953, Pf08954",0.096,3.04545760154724,1
False,,,,,,High,Master Protein,Q14566,DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1,0.00149253731343284,2.34438141645878,2.92326431181486,1,1,1,1,821,92.831,5.41,,4175,ENSG00000076003.4,MCM6,2,metabolic process,nucleus,catalytic activity;DNA binding;nucleotide binding;protein binding,"Pf00493, Pf01078, Pf07728, Pf14551",0.041,3.48350715637207,1
False,,,,,,High,Master Protein,O95466,Formin-like protein 1 OS=Homo sapiens GN=FMNL1 PE=1 SV=3,0.00149253731343284,2.31149119234348,1.45454545454545,1,1,1,1,1100,121.777,5.72,,752,ENSG00000184922.13,FMNL1,17,cell organization and biogenesis;cellular component movement;regulation of biological process,cytoplasm;cytosol;membrane,protein binding,"Pf02181, Pf06367, Pf06371",0.034,3.48063683509827,1
False,,,,,,High,Master Protein,Q9H9Q2,COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B PE=1 SV=1,0.00218181818181818,2.29447838657733,8.33333333333333,1,1,1,1,264,29.603,6.15,,64708,ENSG00000144524.17,COPS7B,2,cell organization and biogenesis;metabolic process;response to stimulus,cytoplasm;cytosol;nucleus,protein binding,Pf01399,0.0,2.42565846443176,1
False,,,,,,High,Master Protein,Q08380,Galectin-3-binding protein OS=Homo sapiens GN=LGALS3BP PE=1 SV=1,0.00218181818181818,2.29234467646881,4.78632478632479,1,1,1,1,585,65.289,5.27,,3959,ENSG00000108679.12,LGALS3BP,17,defense response;regulation of biological process;response to stimulus;transport,extracellular;membrane;organelle lumen,protein binding;receptor activity,"Pf00530, Pf07707",0.072,3.01821637153625,1
False,,,,,,High,Master Protein,Q15907,Ras-related protein Rab-11B OS=Homo sapiens GN=RAB11B PE=1 SV=4,0.00218181818181818,2.29208933428689,7.79816513761468,1,1,1,1,218,24.473,5.94,,9230,ENSG00000185236.11,RAB11B,19,metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endosome;membrane;mitochondrion,catalytic activity;nucleotide binding;protein binding,"Pf00025, Pf00071, Pf01926, Pf08477, Pf13401",0.155,3.1346869468689,1
False,,,,,,High,Master Protein,Q13641,Trophoblast glycoprotein OS=Homo sapiens GN=TPBG PE=1 SV=1,0.00218181818181818,2.28341242232431,4.52380952380952,1,1,1,1,420,46.003,6.83,,7162,ENSG00000283085.1; ENSG00000146242.8,TPBG,6; CHR_HG2072_PATCH,regulation of biological process,cell surface;cytoplasm;endoplasmic reticulum;membrane,protein binding,"Pf01462, Pf12799, Pf13855",0.116,2.8446249961853,1
False,,,,,,High,Master Protein,Q8TAA3,Proteasome subunit alpha type-7-like OS=Homo sapiens GN=PSMA8 PE=2 SV=3,0.00218181818181818,2.26656197290894,8.59375,1,1,1,1,256,28.512,8.98,,143471,ENSG00000154611.14,PSMA8,18,metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;nucleus;proteasome,catalytic activity,"Pf00227, Pf10584",0.166,2.83206415176392,1
False,,,,,,High,Master Protein,Q07866,Kinesin light chain 1 OS=Homo sapiens GN=KLC1 PE=1 SV=2,0.00218181818181818,2.26440110030182,4.3630017452007,1,1,1,1,573,65.269,6.2,,3831,ENSG00000126214.21,KLC1,14,cell organization and biogenesis;cellular component movement;transport,cytoplasm;cytoskeleton;cytosol;membrane,catalytic activity;motor activity;protein binding,"Pf08317, Pf09311, Pf13374, Pf13414, Pf13424, Pf13432, Pf14559",0.062,3.06803894042969,1
False,,,,,,High,Master Protein,O43681,ATPase ASNA1 OS=Homo sapiens GN=ASNA1 PE=1 SV=2,0.00218181818181818,2.24154231138953,7.18390804597701,1,1,1,1,348,38.767,4.91,,439,ENSG00000198356.11,ASNA1,19,transport,cytoplasm;endoplasmic reticulum;membrane;nucleus,catalytic activity;metal ion binding;nucleotide binding;protein binding;transporter activity,Pf02374,0.145,0.0,1
False,,,,,,High,Master Protein,O15372,Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens GN=EIF3H PE=1 SV=1,0.00218181818181818,2.23612296850435,5.11363636363636,1,1,1,1,352,39.905,6.54,,8667,ENSG00000147677.10,EIF3H,8,cell organization and biogenesis;metabolic process;regulation of biological process,cytoplasm;cytosol;membrane,protein binding;RNA binding,Pf01398,0.101,1.81751656532288,1
False,,,,,,High,Master Protein,Q7RTV0,PHD finger-like domain-containing protein 5A OS=Homo sapiens GN=PHF5A PE=1 SV=1,0.00218181818181818,2.21424320003736,13.6363636363636,1,1,1,1,110,12.397,8.41,,84844,ENSG00000100410.7,PHF5A,22,metabolic process;regulation of biological process,nucleus;spliceosomal complex,DNA binding;metal ion binding;RNA binding,Pf03660,0.334,2.47940611839294,1
False,,,,,,High,Master Protein,P02765,Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1,0.00218181818181818,2.20620961530918,3.54223433242507,1,1,1,1,367,39.3,5.72,,197,,AHSG,3,defense response;metabolic process;regulation of biological process;response to stimulus;transport,extracellular;Golgi;organelle lumen,enzyme regulator activity,Pf00031,0.136,2.99404978752136,1
False,,,,,,High,Master Protein,P49792,E3 SUMO-protein ligase RanBP2 OS=Homo sapiens GN=RANBP2 PE=1 SV=2,0.00218181818181818,2.18882730493345,0.961538461538462,1,1,1,1,3224,357.974,6.2,,5903,ENSG00000153201.15,RANBP2,2,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane;mitochondrion;nucleus,catalytic activity;enzyme regulator activity;metal ion binding;protein binding;RNA binding,"Pf00160, Pf00515, Pf00638, Pf00641, Pf07719, Pf12185, Pf13414, Pf13432, Pf14559",0.011,2.68659639358521,1
False,,,,,,High,Master Protein,Q96CX2,BTB/POZ domain-containing protein KCTD12 OS=Homo sapiens GN=KCTD12 PE=1 SV=1,0.00218181818181818,2.17593928258135,4.0,1,1,1,1,325,35.679,5.64,,115207,ENSG00000178695.5,KCTD12,13,cell organization and biogenesis;transport,membrane,protein binding;RNA binding;transporter activity,Pf02214,0.122,2.22869873046875,1
False,,,,,,High,Master Protein,Q9GZZ1,N-alpha-acetyltransferase 50 OS=Homo sapiens GN=NAA50 PE=1 SV=1,0.00218181818181818,2.16672536070944,15.3846153846154,1,1,1,1,169,19.386,8.81,,80218,ENSG00000121579.12,NAA50,3,cell organization and biogenesis;metabolic process,cytoplasm;cytosol;nucleus,catalytic activity;protein binding,"Pf00583, Pf13420, Pf13508, Pf13527, Pf13673",0.0,0.0,1
False,,,,,,High,Master Protein,P35080,Profilin-2 OS=Homo sapiens GN=PFN2 PE=1 SV=3,0.00218181818181818,2.14224547794056,10.0,1,1,1,1,140,15.036,6.99,,5217,ENSG00000070087.13,PFN2,3,cell organization and biogenesis;regulation of biological process,cytoplasm;cytoskeleton,catalytic activity;protein binding,Pf00235,0.334,3.46701407432556,1
False,,,,,,High,Master Protein,O60869,Endothelial differentiation-related factor 1 OS=Homo sapiens GN=EDF1 PE=1 SV=1,0.00218181818181818,2.13241467345296,16.8918918918919,1,1,1,1,148,16.359,9.95,,8721,ENSG00000107223.12,EDF1,9,cell differentiation;development;metabolic process;regulation of biological process,cytoplasm;cytosol;nucleus,catalytic activity;DNA binding;protein binding;RNA binding,"Pf01381, Pf08523, Pf12844, Pf13560",0.212,0.0,1
False,,,,,,High,Master Protein,P37198,Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3,0.00218181818181818,2.13212021654162,2.68199233716475,1,1,1,1,522,53.222,5.31,,23636,ENSG00000213024.11,NUP62,19,cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytoskeleton;membrane;nucleus,protein binding;structural molecule activity;transporter activity,Pf05064,0.194,2.50866794586182,1
False,,,,,,High,Master Protein,Q92556,Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2,0.00218181818181818,2.11413013909609,1.65061898211829,1,1,1,1,727,83.776,6.28,,9844,ENSG00000155849.15,ELMO1,7,cell death;cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;membrane,protein binding,"Pf04727, Pf11841",0.05,2.94469380378723,1
False,,,,,,High,Master Protein,Q00653,Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens GN=NFKB2 PE=1 SV=4,0.00218181818181818,2.10646015643534,2.88888888888889,1,1,1,1,900,96.689,6.25,,4791,ENSG00000077150.18,NFKB2,10,cell differentiation;cell organization and biogenesis;defense response;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;nucleus,DNA binding;protein binding,"Pf00023, Pf00554, Pf12796, Pf13606, Pf13637, Pf13857",0.05,2.27259302139282,1
False,,,,,,High,Master Protein,P04424,Argininosuccinate lyase OS=Homo sapiens GN=ASL PE=1 SV=4,0.00218181818181818,2.0717065877678,4.0948275862069,1,1,1,1,464,51.625,6.48,,435,ENSG00000126522.16,ASL,7,metabolic process;response to stimulus,cytoplasm;cytosol,catalytic activity;protein binding,"Pf00206, Pf14698",0.089,0.0,1
False,,,,,,High,Master Protein,P39748,Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1,0.00218181818181818,2.06889825436736,2.63157894736842,1,1,1,1,380,42.566,8.62,,2237,ENSG00000168496.3,FEN1,11,cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus,membrane;mitochondrion;nucleus,catalytic activity;DNA binding;metal ion binding;protein binding,"Pf00752, Pf00867, Pf01367",0.101,2.23575949668884,1
False,,,,,,High,Master Protein,P53992,Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3,0.00218181818181818,2.0632852417888,1.37111517367459,1,1,1,1,1094,118.249,7.06,,9632,ENSG00000176986.15,SEC24C,10,cell organization and biogenesis;regulation of biological process;transport,cytoplasm;cytosol;endoplasmic reticulum;membrane,metal ion binding;protein binding,"Pf00626, Pf03154, Pf04503, Pf04652, Pf04810, Pf04811, Pf04815, Pf07223, Pf08033, Pf09606, Pf09770, Pf15449",0.049,2.74754691123962,1
False,,,,,,High,Master Protein,P45973,Chromobox protein homolog 5 OS=Homo sapiens GN=CBX5 PE=1 SV=1,0.00218181818181818,2.05744631966579,11.5183246073298,1,1,1,1,191,22.211,5.86,,23468,ENSG00000094916.15,CBX5,12,coagulation;regulation of biological process,chromosome;nucleus,protein binding,"Pf00385, Pf01393",0.212,4.55643320083618,1
False,,,,,,High,Master Protein,Q8TD19,Serine/threonine-protein kinase Nek9 OS=Homo sapiens GN=NEK9 PE=1 SV=2,0.00218181818181818,2.0521253451023,1.7364657814096,1,1,1,1,979,107.1,5.74,,91754,ENSG00000119638.12,NEK9,14,cell division;cell organization and biogenesis;metabolic process,cytoplasm;cytosol;nucleus,catalytic activity;metal ion binding;nucleotide binding;protein binding,"Pf00069, Pf00415, Pf07714, Pf13540, Pf14531",0.045,2.73572373390198,1
False,,,,,,High,Master Protein,Q13418,Integrin-linked protein kinase OS=Homo sapiens GN=ILK PE=1 SV=2,0.00289017341040462,2.04589865920844,14.8230088495575,2,2,2,1,452,51.386,8.07,,3611,ENSG00000166333.13,ILK,11,cell organization and biogenesis;cell proliferation;cellular component movement;development;metabolic process;regulation of biological process;response to stimulus,cytoplasm;cytosol;membrane,catalytic activity;nucleotide binding;protein binding;signal transducer activity,"Pf00023, Pf00069, Pf07714, Pf12796, Pf13606, Pf13637, Pf13857",0.179,3.60753726959229,2
False,,,,,,High,Master Protein,P18754,Regulator of chromosome condensation OS=Homo sapiens GN=RCC1 PE=1 SV=1,0.00289017341040462,2.0296066279204,6.88836104513064,1,1,1,1,421,44.941,7.52,,1104,ENSG00000180198.15,RCC1,1,cell division;cell organization and biogenesis;regulation of biological process,chromosome;cytoplasm;membrane;nucleus,DNA binding;protein binding,"Pf00415, Pf13540",0.129,3.55315566062927,1
False,,,,,,High,Master Protein,Q92626,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2,0.00289017341040462,2.02004210665933,1.62271805273834,1,1,1,1,1479,165.17,7.17,,7837,ENSG00000130508.10,PXDN,2,cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus,endoplasmic reticulum;extracellular,antioxidant activity;catalytic activity;metal ion binding;protein binding;structural molecule activity,"Pf00047, Pf00093, Pf03098, Pf05825, Pf07679, Pf07686, Pf08205, Pf12799, Pf13855, Pf13895, Pf13927",0.027,3.36859321594238,1
False,,,,,,High,Master Protein,Q9NY93,Probable ATP-dependent RNA helicase DDX56 OS=Homo sapiens GN=DDX56 PE=1 SV=1,0.00289017341040462,2.01340739317779,3.47349177330896,1,1,1,1,547,61.551,9.26,,54606,ENSG00000136271.10,DDX56,7,metabolic process;regulation of biological process,cytoplasm;membrane;nucleus,catalytic activity;DNA binding;nucleotide binding;RNA binding,"Pf00270, Pf00271, Pf04851",0.072,3.09804439544678,1
False,,,,,,High,Master Protein,Q9UG63,ATP-binding cassette sub-family F member 2 OS=Homo sapiens GN=ABCF2 PE=1 SV=2,0.00289017341040462,2.00864099736205,2.40770465489567,1,1,1,1,623,71.245,7.37,,10061,ENSG00000033050.7,ABCF2,7,transport,membrane;mitochondrion,catalytic activity;nucleotide binding;transporter activity,"Pf00005, Pf12848",0.064,2.18401074409485,1
False,,,,,,High,Master Protein,P09417,Dihydropteridine reductase OS=Homo sapiens GN=QDPR PE=1 SV=2,0.00289017341040462,2.00484762310855,4.50819672131148,1,1,1,1,244,25.773,7.37,,5860,ENSG00000151552.11,QDPR,4,metabolic process;response to stimulus,cytoplasm;cytosol;mitochondrion,catalytic activity;nucleotide binding;protein binding,,0.145,2.5031795501709,1
False,,,,,,High,Master Protein,Q14320,Protein FAM50A OS=Homo sapiens GN=FAM50A PE=1 SV=2,0.00289017341040462,2.00082594441152,4.71976401179941,1,1,1,1,339,40.216,6.83,,9130,ENSG00000071859.14,FAM50A,X,,nucleus,RNA binding,Pf04921,0.105,0.0,1
False,,,,,,High,Master Protein,Q9UPN7,Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens GN=PPP6R1 PE=1 SV=5,0.00289017341040462,1.99740201928009,3.29171396140749,1,1,1,1,881,96.664,4.55,,22870,ENSG00000105063.18,PPP6R1,19,cell organization and biogenesis;regulation of biological process,cytoplasm;cytosol;membrane,protein binding,"Pf03154, Pf04499, Pf04652, Pf05109, Pf09786",0.061,2.91118192672729,1
False,,,,,,High,Master Protein,Q9Y237,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 OS=Homo sapiens GN=PIN4 PE=1 SV=1,0.00352112676056338,1.97387548325455,24.4274809160305,1,1,1,1,131,13.801,9.77,,5303,,PIN4,X,metabolic process,cytoplasm;cytoskeleton;mitochondrion;nucleus;organelle lumen,catalytic activity;DNA binding;protein binding;RNA binding,"Pf00639, Pf13145, Pf13616",0.334,2.95805144309998,1
False,,,,,,High,Master Protein,P14678,Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens GN=SNRPB PE=1 SV=2,0.00352112676056338,1.95979337242529,3.33333333333333,1,1,1,1,240,24.594,11.19,,6628,ENSG00000125835.18,SNRPB,20,cell organization and biogenesis;metabolic process;transport,cytoplasm;cytosol;nucleus;spliceosomal complex,protein binding;RNA binding,Pf01423,0.166,1.71275854110718,1
False,,,,,,High,Master Protein,Q96QD8,Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens GN=SLC38A2 PE=1 SV=2,0.00352112676056338,1.95116991347165,4.1501976284585,1,1,1,1,506,55.99,8.0,,54407,ENSG00000134294.13,SLC38A2,12,cell communication;response to stimulus;transport,membrane,protein binding;transporter activity,Pf01490,0.166,3.02680969238281,1
False,,,,,,High,Master Protein,P62910,60S ribosomal protein L32 OS=Homo sapiens GN=RPL32 PE=1 SV=2,0.00352112676056338,1.94005811193805,11.1111111111111,1,1,1,1,135,15.85,11.33,,6161,ENSG00000144713.12,RPL32,3,cell organization and biogenesis;metabolic process;response to stimulus;transport,cytosol;membrane;ribosome,RNA binding;structural molecule activity,Pf01655,0.334,3.42742967605591,1
False,,,,,,High,Master Protein,O75947,"ATP synthase subunit d, mitochondrial OS=Homo sapiens GN=ATP5H PE=1 SV=3",0.00352112676056338,1.93629144060858,7.45341614906832,1,1,1,1,161,18.479,5.3,,10476,ENSG00000167863.11,ATP5H,17,cell organization and biogenesis;metabolic process;transport,cytosol;membrane;mitochondrion,catalytic activity;transporter activity,Pf05873,0.233,3.00543189048767,1
False,,,,,,High,Master Protein,P48681,Nestin OS=Homo sapiens GN=NES PE=1 SV=2,0.00352112676056338,1.93554201077308,0.67859346082665,1,1,1,1,1621,177.332,4.36,,10763,ENSG00000132688.10,NES,1,cell organization and biogenesis;cell proliferation;development;regulation of biological process,cytoplasm;cytoskeleton,protein binding;structural molecule activity,Pf00038,0.023,2.34420132637024,1
False,,,,,,High,Master Protein,Q05655,Protein kinase C delta type OS=Homo sapiens GN=PRKCD PE=1 SV=2,0.00352112676056338,1.90066472231404,1.77514792899408,1,1,1,1,676,77.455,7.75,,5580,ENSG00000163932.13,PRKCD,3,cell death;cell organization and biogenesis;cell proliferation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endoplasmic reticulum;extracellular;membrane;nucleus;organelle lumen,catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding,"Pf00069, Pf00130, Pf00433, Pf07714, Pf14531",0.053,2.28569626808167,1
False,,,,,,High,Master Protein,P62330,ADP-ribosylation factor 6 OS=Homo sapiens GN=ARF6 PE=1 SV=2,0.00352112676056338,1.89585444944599,14.2857142857143,1,1,1,1,175,20.069,8.95,,382,ENSG00000165527.6,ARF6,14,cell death;cell differentiation;cell division;cell organization and biogenesis;cellular component movement;regulation of biological process;response to stimulus;transport,cytoplasm;cytosol;endosome;Golgi;membrane,catalytic activity;enzyme regulator activity;nucleotide binding;protein binding;signal transducer activity,"Pf00025, Pf00071, Pf00503, Pf04670, Pf08477, Pf09439",0.292,3.11067533493042,1
